Time[s], Channel 0, Channel 1
0.29983300, 0, 1
0.29983804, 1, 1
0.29984308, 0, 1
0.29984812, 1, 1
0.29985316, 0, 1
0.29985820, 1, 1
0.29986324, 0, 1
0.29986828, 1, 1
0.29987332, 0, 1
0.29987836, 1, 1
0.29988340, 0, 1
0.29988844, 1, 1
0.29989348, 0, 1
0.29989600, 0, 0
0.29989852, 1, 0
0.29990356, 0, 0
0.29990380, 0, 1
0.29990860, 1, 1
0.29991364, 0, 1
0.29991868, 1, 1
0.29992372, 0, 1
0.29992876, 1, 1
0.29993380, 0, 1
0.29993884, 1, 1
0.29994388, 0, 1
0.29994892, 1, 1
0.29995396, 0, 1
0.29995900, 1, 1
0.29996404, 0, 1
0.29996908, 1, 1
0.29997412, 0, 1
0.29997916, 1, 1
0.29998420, 0, 1
0.29998672, 0, 0
0.29998924, 1, 0
0.29999428, 0, 0
0.29999452, 0, 1
0.29999932, 1, 1
0.30000436, 0, 1
0.30000940, 1, 1
0.30001444, 0, 1
0.30001948, 1, 1
0.30002452, 0, 1
0.30002956, 1, 1
0.30003460, 0, 1
0.30003964, 1, 1
0.30004468, 0, 1
0.30004972, 1, 1
0.30005476, 0, 1
0.30005980, 1, 1
0.30006484, 0, 1
0.30006988, 1, 1
0.30007492, 0, 1
0.30007744, 0, 0
0.30007996, 1, 0
0.30008500, 0, 0
0.30008524, 0, 1
0.30009004, 1, 1
0.30009508, 0, 1
0.30010012, 1, 1
0.30010516, 0, 1
0.30011020, 1, 1
0.30011524, 0, 1
0.30012030, 1, 1
0.30012532, 0, 1
0.30013038, 1, 1
0.30013540, 0, 1
0.30014046, 1, 1
0.30014548, 0, 1
0.30015054, 1, 1
0.30015556, 0, 1
0.30016062, 1, 1
0.30016564, 0, 1
0.30016816, 0, 0
0.30017070, 1, 0
0.30017572, 0, 0
0.30017596, 0, 1
0.30018078, 1, 1
0.30018582, 0, 1
0.30019086, 1, 1
0.30019588, 0, 1
0.30020094, 1, 1
0.30020598, 0, 1
0.30021102, 1, 1
0.30021606, 0, 1
0.30022110, 1, 1
0.30022614, 0, 1
0.30023118, 1, 1
0.30023622, 0, 1
0.30024126, 1, 1
0.30024630, 0, 1
0.30025134, 1, 1
0.30025638, 0, 1
0.30026142, 1, 1
0.30026646, 0, 1
0.30026898, 0, 0
0.30027150, 1, 0
0.30027402, 1, 1
0.30027654, 0, 1
0.31178562, 1, 1
0.31178814, 1, 0
0.31179066, 0, 0
0.31179318, 0, 1
0.31179570, 1, 1
0.31180074, 0, 1
0.31180326, 0, 0
0.31180578, 1, 0
0.31181082, 0, 0
0.31181334, 0, 1
0.31181586, 1, 1
0.31182090, 0, 1
0.31182342, 0, 0
0.31182594, 1, 0
0.31183098, 0, 0
0.31183602, 1, 0
0.31184106, 0, 0
0.31184358, 0, 1
0.31184610, 1, 1
0.31185114, 0, 1
0.31185366, 0, 0
0.31185618, 1, 0
0.31186122, 0, 0
0.31186626, 1, 0
0.31187130, 0, 0
0.31187634, 1, 0
0.31188138, 0, 0
0.31188642, 1, 0
0.31189146, 0, 0
0.31189650, 1, 0
0.31190154, 0, 0
0.31190658, 1, 0
0.31191162, 0, 0
0.31191666, 1, 0
0.31192170, 0, 0
0.31192674, 1, 0
0.31193178, 0, 0
0.31193682, 1, 0
0.31194186, 0, 0
0.31194690, 1, 0
0.31195194, 0, 0
0.31195698, 1, 0
0.31196202, 0, 0
0.31196706, 1, 0
0.31197210, 0, 0
0.31197272, 0, 1
0.31197462, 0, 0
0.31197714, 1, 0
0.31197966, 1, 1
0.31198218, 0, 1
0.31262228, 1, 1
0.31262478, 1, 0
0.31262730, 0, 0
0.31262984, 0, 1
0.31263236, 1, 1
0.31263738, 0, 1
0.31263990, 0, 0
0.31264244, 1, 0
0.31264746, 0, 0
0.31265000, 0, 1
0.31265252, 1, 1
0.31265756, 0, 1
0.31266006, 0, 0
0.31266260, 1, 0
0.31266764, 0, 0
0.31267268, 1, 0
0.31267772, 0, 0
0.31268024, 0, 1
0.31268276, 1, 1
0.31268780, 0, 1
0.31269032, 0, 0
0.31269284, 1, 0
0.31269788, 0, 0
0.31270040, 0, 1
0.31270292, 1, 1
0.31270796, 0, 1
0.31271046, 0, 0
0.31271300, 1, 0
0.31271804, 0, 0
0.31272308, 1, 0
0.31272810, 0, 0
0.31273316, 1, 0
0.31273342, 1, 1
0.31273820, 0, 1
0.31274324, 1, 1
0.31274828, 0, 1
0.31275332, 1, 1
0.31275836, 0, 1
0.31276340, 1, 1
0.31276844, 0, 1
0.31277348, 1, 1
0.31277852, 0, 1
0.31278356, 1, 1
0.31278860, 0, 1
0.31279364, 1, 1
0.31279868, 0, 1
0.31280120, 0, 0
0.31280372, 1, 0
0.31280876, 0, 0
0.31280898, 0, 1
0.31281380, 1, 1
0.31281884, 0, 1
0.31282388, 1, 1
0.31282892, 0, 1
0.31283396, 1, 1
0.31283900, 0, 1
0.31284404, 1, 1
0.31284908, 0, 1
0.31285412, 1, 1
0.31285916, 0, 1
0.31286420, 1, 1
0.31286924, 0, 1
0.31287428, 1, 1
0.31287932, 0, 1
0.31288436, 1, 1
0.31288940, 0, 1
0.31289192, 0, 0
0.31289444, 1, 0
0.31289948, 0, 0
0.31289970, 0, 1
0.31290452, 1, 1
0.31290956, 0, 1
0.31291460, 1, 1
0.31291964, 0, 1
0.31292468, 1, 1
0.31292972, 0, 1
0.31293476, 1, 1
0.31293980, 0, 1
0.31294484, 1, 1
0.31294988, 0, 1
0.31295492, 1, 1
0.31295996, 0, 1
0.31296500, 1, 1
0.31297004, 0, 1
0.31297508, 1, 1
0.31298012, 0, 1
0.31298264, 0, 0
0.31298516, 1, 0
0.31299020, 0, 0
0.31299042, 0, 1
0.31299524, 1, 1
0.31300028, 0, 1
0.31300532, 1, 1
0.31301036, 0, 1
0.31301540, 1, 1
0.31302044, 0, 1
0.31302548, 1, 1
0.31303052, 0, 1
0.31303556, 1, 1
0.31304060, 0, 1
0.31304564, 1, 1
0.31305068, 0, 1
0.31305572, 1, 1
0.31306076, 0, 1
0.31306580, 1, 1
0.31307084, 0, 1
0.31307336, 0, 0
0.31307588, 1, 0
0.31308092, 0, 0
0.31308116, 0, 1
0.31308596, 1, 1
0.31309100, 0, 1
0.31309604, 1, 1
0.31310108, 0, 1
0.31310612, 1, 1
0.31311116, 0, 1
0.31311620, 1, 1
0.31312124, 0, 1
0.31312628, 1, 1
0.31313132, 0, 1
0.31313636, 1, 1
0.31314140, 0, 1
0.31314644, 1, 1
0.31315148, 0, 1
0.31315652, 1, 1
0.31316156, 0, 1
0.31316408, 0, 0
0.31316660, 1, 0
0.31317164, 0, 0
0.31317188, 0, 1
0.31317668, 1, 1
0.31318172, 0, 1
0.31318676, 1, 1
0.31319180, 0, 1
0.31319684, 1, 1
0.31320188, 0, 1
0.31320692, 1, 1
0.31321196, 0, 1
0.31321700, 1, 1
0.31322204, 0, 1
0.31322708, 1, 1
0.31323212, 0, 1
0.31323716, 1, 1
0.31324220, 0, 1
0.31324724, 1, 1
0.31325228, 0, 1
0.31325732, 1, 1
0.31326236, 0, 1
0.31326488, 0, 0
0.31326740, 1, 0
0.31326992, 1, 1
0.31327244, 0, 1
0.31391254, 1, 1
0.31391506, 1, 0
0.31391758, 0, 0
0.31392010, 0, 1
0.31392262, 1, 1
0.31392766, 0, 1
0.31393018, 0, 0
0.31393270, 1, 0
0.31393774, 0, 0
0.31394026, 0, 1
0.31394278, 1, 1
0.31394782, 0, 1
0.31395034, 0, 0
0.31395286, 1, 0
0.31395790, 0, 0
0.31396294, 1, 0
0.31396798, 0, 0
0.31397050, 0, 1
0.31397302, 1, 1
0.31397806, 0, 1
0.31398058, 0, 0
0.31398310, 1, 0
0.31398814, 0, 0
0.31399066, 0, 1
0.31399318, 1, 1
0.31399822, 0, 1
0.31400074, 0, 0
0.31400326, 1, 0
0.31400830, 0, 0
0.31401334, 1, 0
0.31401838, 0, 0
0.31402342, 1, 0
0.31402430, 1, 1
0.31402846, 0, 1
0.31403350, 1, 1
0.31403854, 0, 1
0.31404358, 1, 1
0.31404862, 0, 1
0.31405366, 1, 1
0.31405870, 0, 1
0.31406374, 1, 1
0.31406878, 0, 1
0.31407382, 1, 1
0.31407886, 0, 1
0.31408390, 1, 1
0.31408894, 0, 1
0.31409146, 0, 0
0.31409398, 1, 0
0.31409902, 0, 0
0.31409926, 0, 1
0.31410406, 1, 1
0.31410910, 0, 1
0.31411414, 1, 1
0.31411918, 0, 1
0.31412422, 1, 1
0.31412926, 0, 1
0.31413430, 1, 1
0.31413934, 0, 1
0.31414438, 1, 1
0.31414942, 0, 1
0.31415446, 1, 1
0.31415950, 0, 1
0.31416454, 1, 1
0.31416958, 0, 1
0.31417462, 1, 1
0.31417966, 0, 1
0.31418218, 0, 0
0.31418470, 1, 0
0.31418974, 0, 0
0.31418998, 0, 1
0.31419478, 1, 1
0.31419982, 0, 1
0.31420486, 1, 1
0.31420990, 0, 1
0.31421494, 1, 1
0.31421998, 0, 1
0.31422502, 1, 1
0.31423006, 0, 1
0.31423510, 1, 1
0.31424014, 0, 1
0.31424518, 1, 1
0.31425022, 0, 1
0.31425526, 1, 1
0.31426030, 0, 1
0.31426534, 1, 1
0.31427038, 0, 1
0.31427290, 0, 0
0.31427542, 1, 0
0.31428046, 0, 0
0.31428070, 0, 1
0.31428550, 1, 1
0.31429054, 0, 1
0.31429558, 1, 1
0.31430062, 0, 1
0.31430566, 1, 1
0.31431070, 0, 1
0.31431574, 1, 1
0.31432078, 0, 1
0.31432582, 1, 1
0.31433086, 0, 1
0.31433590, 1, 1
0.31434094, 0, 1
0.31434598, 1, 1
0.31435102, 0, 1
0.31435606, 1, 1
0.31436110, 0, 1
0.31436362, 0, 0
0.31436614, 1, 0
0.31437118, 0, 0
0.31437142, 0, 1
0.31437622, 1, 1
0.31438126, 0, 1
0.31438630, 1, 1
0.31439134, 0, 1
0.31439638, 1, 1
0.31440142, 0, 1
0.31440646, 1, 1
0.31441150, 0, 1
0.31441654, 1, 1
0.31442158, 0, 1
0.31442664, 1, 1
0.31443166, 0, 1
0.31443672, 1, 1
0.31444174, 0, 1
0.31444680, 1, 1
0.31445182, 0, 1
0.31445434, 0, 0
0.31445688, 1, 0
0.31446190, 0, 0
0.31446214, 0, 1
0.31446696, 1, 1
0.31447198, 0, 1
0.31447704, 1, 1
0.31448206, 0, 1
0.31448712, 1, 1
0.31449214, 0, 1
0.31449720, 1, 1
0.31450222, 0, 1
0.31450728, 1, 1
0.31451232, 0, 1
0.31451736, 1, 1
0.31452240, 0, 1
0.31452744, 1, 1
0.31453248, 0, 1
0.31453752, 1, 1
0.31454256, 0, 1
0.31454760, 1, 1
0.31455264, 0, 1
0.31455514, 0, 0
0.31455768, 1, 0
0.31456020, 1, 1
0.31456272, 0, 1
0.32606928, 1, 1
0.32607180, 1, 0
0.32607432, 0, 0
0.32607684, 0, 1
0.32607936, 1, 1
0.32608440, 0, 1
0.32608692, 0, 0
0.32608944, 1, 0
0.32609448, 0, 0
0.32609700, 0, 1
0.32609952, 1, 1
0.32610456, 0, 1
0.32610708, 0, 0
0.32610960, 1, 0
0.32611464, 0, 0
0.32611968, 1, 0
0.32612472, 0, 0
0.32612724, 0, 1
0.32612976, 1, 1
0.32613480, 0, 1
0.32613732, 0, 0
0.32613984, 1, 0
0.32614488, 0, 0
0.32614992, 1, 0
0.32615496, 0, 0
0.32616000, 1, 0
0.32616504, 0, 0
0.32617008, 1, 0
0.32617512, 0, 0
0.32618016, 1, 0
0.32618520, 0, 0
0.32619024, 1, 0
0.32619528, 0, 0
0.32620032, 1, 0
0.32620536, 0, 0
0.32621040, 1, 0
0.32621544, 0, 0
0.32622048, 1, 0
0.32622552, 0, 0
0.32623056, 1, 0
0.32623560, 0, 0
0.32624064, 1, 0
0.32624568, 0, 0
0.32625072, 1, 0
0.32625576, 0, 0
0.32625638, 0, 1
0.32625828, 0, 0
0.32626080, 1, 0
0.32626332, 1, 1
0.32626584, 0, 1
0.32690594, 1, 1
0.32690844, 1, 0
0.32691096, 0, 0
0.32691350, 0, 1
0.32691602, 1, 1
0.32692104, 0, 1
0.32692356, 0, 0
0.32692610, 1, 0
0.32693112, 0, 0
0.32693366, 0, 1
0.32693618, 1, 1
0.32694120, 0, 1
0.32694372, 0, 0
0.32694626, 1, 0
0.32695128, 0, 0
0.32695634, 1, 0
0.32696136, 0, 0
0.32696390, 0, 1
0.32696642, 1, 1
0.32697146, 0, 1
0.32697396, 0, 0
0.32697650, 1, 0
0.32698154, 0, 0
0.32698406, 0, 1
0.32698658, 1, 1
0.32699162, 0, 1
0.32699412, 0, 0
0.32699666, 1, 0
0.32700170, 0, 0
0.32700674, 1, 0
0.32701176, 0, 0
0.32701682, 1, 0
0.32701712, 1, 1
0.32702186, 0, 1
0.32702690, 1, 1
0.32703194, 0, 1
0.32703698, 1, 1
0.32704202, 0, 1
0.32704706, 1, 1
0.32705210, 0, 1
0.32705714, 1, 1
0.32706218, 0, 1
0.32706722, 1, 1
0.32707226, 0, 1
0.32707730, 1, 1
0.32708234, 0, 1
0.32708486, 0, 0
0.32708738, 1, 0
0.32709242, 0, 0
0.32709264, 0, 1
0.32709746, 1, 1
0.32710250, 0, 1
0.32710754, 1, 1
0.32711258, 0, 1
0.32711762, 1, 1
0.32712266, 0, 1
0.32712770, 1, 1
0.32713274, 0, 1
0.32713778, 1, 1
0.32714282, 0, 1
0.32714786, 1, 1
0.32715290, 0, 1
0.32715794, 1, 1
0.32716298, 0, 1
0.32716802, 1, 1
0.32717306, 0, 1
0.32717558, 0, 0
0.32717810, 1, 0
0.32718314, 0, 0
0.32718336, 0, 1
0.32718818, 1, 1
0.32719322, 0, 1
0.32719826, 1, 1
0.32720330, 0, 1
0.32720834, 1, 1
0.32721338, 0, 1
0.32721842, 1, 1
0.32722346, 0, 1
0.32722850, 1, 1
0.32723354, 0, 1
0.32723858, 1, 1
0.32724362, 0, 1
0.32724866, 1, 1
0.32725370, 0, 1
0.32725874, 1, 1
0.32726378, 0, 1
0.32726630, 0, 0
0.32726882, 1, 0
0.32727386, 0, 0
0.32727408, 0, 1
0.32727890, 1, 1
0.32728394, 0, 1
0.32728898, 1, 1
0.32729402, 0, 1
0.32729906, 1, 1
0.32730410, 0, 1
0.32730914, 1, 1
0.32731418, 0, 1
0.32731922, 1, 1
0.32732426, 0, 1
0.32732930, 1, 1
0.32733434, 0, 1
0.32733938, 1, 1
0.32734442, 0, 1
0.32734946, 1, 1
0.32735450, 0, 1
0.32735702, 0, 0
0.32735954, 1, 0
0.32736458, 0, 0
0.32736480, 0, 1
0.32736962, 1, 1
0.32737466, 0, 1
0.32737970, 1, 1
0.32738474, 0, 1
0.32738978, 1, 1
0.32739482, 0, 1
0.32739986, 1, 1
0.32740490, 0, 1
0.32740994, 1, 1
0.32741498, 0, 1
0.32742002, 1, 1
0.32742506, 0, 1
0.32743010, 1, 1
0.32743514, 0, 1
0.32744018, 1, 1
0.32744522, 0, 1
0.32744774, 0, 0
0.32745026, 1, 0
0.32745530, 0, 0
0.32745554, 0, 1
0.32746034, 1, 1
0.32746538, 0, 1
0.32747042, 1, 1
0.32747546, 0, 1
0.32748050, 1, 1
0.32748554, 0, 1
0.32749058, 1, 1
0.32749562, 0, 1
0.32750066, 1, 1
0.32750570, 0, 1
0.32751074, 1, 1
0.32751578, 0, 1
0.32752082, 1, 1
0.32752586, 0, 1
0.32753090, 1, 1
0.32753594, 0, 1
0.32754098, 1, 1
0.32754602, 0, 1
0.32754854, 0, 0
0.32755106, 1, 0
0.32755358, 1, 1
0.32755610, 0, 1
0.32819620, 1, 1
0.32819872, 1, 0
0.32820124, 0, 0
0.32820376, 0, 1
0.32820628, 1, 1
0.32821132, 0, 1
0.32821384, 0, 0
0.32821636, 1, 0
0.32822140, 0, 0
0.32822392, 0, 1
0.32822644, 1, 1
0.32823148, 0, 1
0.32823400, 0, 0
0.32823652, 1, 0
0.32824156, 0, 0
0.32824660, 1, 0
0.32825164, 0, 0
0.32825416, 0, 1
0.32825668, 1, 1
0.32826172, 0, 1
0.32826424, 0, 0
0.32826676, 1, 0
0.32827180, 0, 0
0.32827432, 0, 1
0.32827684, 1, 1
0.32828188, 0, 1
0.32828440, 0, 0
0.32828692, 1, 0
0.32829196, 0, 0
0.32829700, 1, 0
0.32830204, 0, 0
0.32830708, 1, 0
0.32830796, 1, 1
0.32831212, 0, 1
0.32831716, 1, 1
0.32832220, 0, 1
0.32832724, 1, 1
0.32833228, 0, 1
0.32833732, 1, 1
0.32834236, 0, 1
0.32834740, 1, 1
0.32835244, 0, 1
0.32835748, 1, 1
0.32836252, 0, 1
0.32836756, 1, 1
0.32837260, 0, 1
0.32837512, 0, 0
0.32837764, 1, 0
0.32838268, 0, 0
0.32838290, 0, 1
0.32838772, 1, 1
0.32839276, 0, 1
0.32839780, 1, 1
0.32840284, 0, 1
0.32840788, 1, 1
0.32841292, 0, 1
0.32841796, 1, 1
0.32842300, 0, 1
0.32842804, 1, 1
0.32843308, 0, 1
0.32843812, 1, 1
0.32844316, 0, 1
0.32844820, 1, 1
0.32845324, 0, 1
0.32845828, 1, 1
0.32846332, 0, 1
0.32846584, 0, 0
0.32846836, 1, 0
0.32847340, 0, 0
0.32847364, 0, 1
0.32847844, 1, 1
0.32848348, 0, 1
0.32848852, 1, 1
0.32849356, 0, 1
0.32849860, 1, 1
0.32850364, 0, 1
0.32850868, 1, 1
0.32851372, 0, 1
0.32851876, 1, 1
0.32852380, 0, 1
0.32852884, 1, 1
0.32853388, 0, 1
0.32853892, 1, 1
0.32854396, 0, 1
0.32854900, 1, 1
0.32855404, 0, 1
0.32855656, 0, 0
0.32855908, 1, 0
0.32856412, 0, 0
0.32856436, 0, 1
0.32856916, 1, 1
0.32857420, 0, 1
0.32857924, 1, 1
0.32858428, 0, 1
0.32858932, 1, 1
0.32859436, 0, 1
0.32859940, 1, 1
0.32860444, 0, 1
0.32860948, 1, 1
0.32861452, 0, 1
0.32861956, 1, 1
0.32862460, 0, 1
0.32862964, 1, 1
0.32863468, 0, 1
0.32863972, 1, 1
0.32864476, 0, 1
0.32864728, 0, 0
0.32864980, 1, 0
0.32865484, 0, 0
0.32865508, 0, 1
0.32865988, 1, 1
0.32866492, 0, 1
0.32866996, 1, 1
0.32867500, 0, 1
0.32868004, 1, 1
0.32868508, 0, 1
0.32869012, 1, 1
0.32869516, 0, 1
0.32870020, 1, 1
0.32870524, 0, 1
0.32871028, 1, 1
0.32871532, 0, 1
0.32872036, 1, 1
0.32872540, 0, 1
0.32873044, 1, 1
0.32873548, 0, 1
0.32873800, 0, 0
0.32874052, 1, 0
0.32874556, 0, 0
0.32874580, 0, 1
0.32875060, 1, 1
0.32875564, 0, 1
0.32876070, 1, 1
0.32876572, 0, 1
0.32877078, 1, 1
0.32877580, 0, 1
0.32878086, 1, 1
0.32878588, 0, 1
0.32879094, 1, 1
0.32879596, 0, 1
0.32880102, 1, 1
0.32880604, 0, 1
0.32881110, 1, 1
0.32881612, 0, 1
0.32882118, 1, 1
0.32882620, 0, 1
0.32883126, 1, 1
0.32883630, 0, 1
0.32883880, 0, 0
0.32884134, 1, 0
0.32884386, 1, 1
0.32884636, 0, 1
0.34035546, 1, 1
0.34035798, 1, 0
0.34036050, 0, 0
0.34036302, 0, 1
0.34036554, 1, 1
0.34037058, 0, 1
0.34037310, 0, 0
0.34037562, 1, 0
0.34038066, 0, 0
0.34038318, 0, 1
0.34038570, 1, 1
0.34039074, 0, 1
0.34039326, 0, 0
0.34039578, 1, 0
0.34040082, 0, 0
0.34040586, 1, 0
0.34041090, 0, 0
0.34041342, 0, 1
0.34041594, 1, 1
0.34042098, 0, 1
0.34042350, 0, 0
0.34042602, 1, 0
0.34043106, 0, 0
0.34043610, 1, 0
0.34044114, 0, 0
0.34044618, 1, 0
0.34045122, 0, 0
0.34045626, 1, 0
0.34046130, 0, 0
0.34046634, 1, 0
0.34047138, 0, 0
0.34047642, 1, 0
0.34048146, 0, 0
0.34048650, 1, 0
0.34049154, 0, 0
0.34049658, 1, 0
0.34050162, 0, 0
0.34050666, 1, 0
0.34051170, 0, 0
0.34051674, 1, 0
0.34052178, 0, 0
0.34052682, 1, 0
0.34053186, 0, 0
0.34053690, 1, 0
0.34054194, 0, 0
0.34054254, 0, 1
0.34054446, 0, 0
0.34054698, 1, 0
0.34054950, 1, 1
0.34055202, 0, 1
0.34119212, 1, 1
0.34119462, 1, 0
0.34119714, 0, 0
0.34119966, 0, 1
0.34120220, 1, 1
0.34120722, 0, 1
0.34120974, 0, 0
0.34121228, 1, 0
0.34121730, 0, 0
0.34121982, 0, 1
0.34122236, 1, 1
0.34122738, 0, 1
0.34122990, 0, 0
0.34123244, 1, 0
0.34123746, 0, 0
0.34124252, 1, 0
0.34124754, 0, 0
0.34125008, 0, 1
0.34125260, 1, 1
0.34125762, 0, 1
0.34126014, 0, 0
0.34126268, 1, 0
0.34126770, 0, 0
0.34127024, 0, 1
0.34127276, 1, 1
0.34127778, 0, 1
0.34128030, 0, 0
0.34128284, 1, 0
0.34128788, 0, 0
0.34129292, 1, 0
0.34129794, 0, 0
0.34130302, 1, 0
0.34130326, 1, 1
0.34130804, 0, 1
0.34131308, 1, 1
0.34131812, 0, 1
0.34132316, 1, 1
0.34132820, 0, 1
0.34133324, 1, 1
0.34133828, 0, 1
0.34134332, 1, 1
0.34134836, 0, 1
0.34135340, 1, 1
0.34135844, 0, 1
0.34136348, 1, 1
0.34136852, 0, 1
0.34137104, 0, 0
0.34137356, 1, 0
0.34137860, 0, 0
0.34137882, 0, 1
0.34138364, 1, 1
0.34138868, 0, 1
0.34139372, 1, 1
0.34139876, 0, 1
0.34140380, 1, 1
0.34140884, 0, 1
0.34141388, 1, 1
0.34141892, 0, 1
0.34142396, 1, 1
0.34142900, 0, 1
0.34143404, 1, 1
0.34143908, 0, 1
0.34144412, 1, 1
0.34144916, 0, 1
0.34145420, 1, 1
0.34145924, 0, 1
0.34146176, 0, 0
0.34146428, 1, 0
0.34146932, 0, 0
0.34146954, 0, 1
0.34147436, 1, 1
0.34147940, 0, 1
0.34148444, 1, 1
0.34148948, 0, 1
0.34149452, 1, 1
0.34149956, 0, 1
0.34150460, 1, 1
0.34150964, 0, 1
0.34151468, 1, 1
0.34151972, 0, 1
0.34152476, 1, 1
0.34152980, 0, 1
0.34153484, 1, 1
0.34153988, 0, 1
0.34154492, 1, 1
0.34154996, 0, 1
0.34155248, 0, 0
0.34155500, 1, 0
0.34156004, 0, 0
0.34156026, 0, 1
0.34156508, 1, 1
0.34157012, 0, 1
0.34157516, 1, 1
0.34158020, 0, 1
0.34158524, 1, 1
0.34159028, 0, 1
0.34159532, 1, 1
0.34160036, 0, 1
0.34160540, 1, 1
0.34161044, 0, 1
0.34161548, 1, 1
0.34162052, 0, 1
0.34162556, 1, 1
0.34163060, 0, 1
0.34163564, 1, 1
0.34164068, 0, 1
0.34164320, 0, 0
0.34164572, 1, 0
0.34165076, 0, 0
0.34165098, 0, 1
0.34165580, 1, 1
0.34166084, 0, 1
0.34166588, 1, 1
0.34167092, 0, 1
0.34167596, 1, 1
0.34168100, 0, 1
0.34168604, 1, 1
0.34169108, 0, 1
0.34169612, 1, 1
0.34170116, 0, 1
0.34170620, 1, 1
0.34171124, 0, 1
0.34171628, 1, 1
0.34172132, 0, 1
0.34172636, 1, 1
0.34173140, 0, 1
0.34173392, 0, 0
0.34173644, 1, 0
0.34174148, 0, 0
0.34174170, 0, 1
0.34174652, 1, 1
0.34175156, 0, 1
0.34175660, 1, 1
0.34176164, 0, 1
0.34176668, 1, 1
0.34177172, 0, 1
0.34177676, 1, 1
0.34178180, 0, 1
0.34178684, 1, 1
0.34179188, 0, 1
0.34179692, 1, 1
0.34180196, 0, 1
0.34180700, 1, 1
0.34181204, 0, 1
0.34181708, 1, 1
0.34182212, 0, 1
0.34182716, 1, 1
0.34183220, 0, 1
0.34183472, 0, 0
0.34183724, 1, 0
0.34183976, 1, 1
0.34184228, 0, 1
0.34248238, 1, 1
0.34248490, 1, 0
0.34248742, 0, 0
0.34248994, 0, 1
0.34249246, 1, 1
0.34249750, 0, 1
0.34250002, 0, 0
0.34250254, 1, 0
0.34250758, 0, 0
0.34251010, 0, 1
0.34251262, 1, 1
0.34251766, 0, 1
0.34252018, 0, 0
0.34252270, 1, 0
0.34252774, 0, 0
0.34253278, 1, 0
0.34253782, 0, 0
0.34254034, 0, 1
0.34254286, 1, 1
0.34254790, 0, 1
0.34255042, 0, 0
0.34255294, 1, 0
0.34255798, 0, 0
0.34256050, 0, 1
0.34256302, 1, 1
0.34256806, 0, 1
0.34257058, 0, 0
0.34257310, 1, 0
0.34257814, 0, 0
0.34258318, 1, 0
0.34258822, 0, 0
0.34259326, 1, 0
0.34259418, 1, 1
0.34259830, 0, 1
0.34260334, 1, 1
0.34260838, 0, 1
0.34261342, 1, 1
0.34261846, 0, 1
0.34262350, 1, 1
0.34262854, 0, 1
0.34263358, 1, 1
0.34263862, 0, 1
0.34264366, 1, 1
0.34264870, 0, 1
0.34265374, 1, 1
0.34265878, 0, 1
0.34266130, 0, 0
0.34266382, 1, 0
0.34266886, 0, 0
0.34266910, 0, 1
0.34267390, 1, 1
0.34267894, 0, 1
0.34268398, 1, 1
0.34268902, 0, 1
0.34269406, 1, 1
0.34269910, 0, 1
0.34270414, 1, 1
0.34270918, 0, 1
0.34271422, 1, 1
0.34271926, 0, 1
0.34272430, 1, 1
0.34272934, 0, 1
0.34273438, 1, 1
0.34273942, 0, 1
0.34274446, 1, 1
0.34274950, 0, 1
0.34275202, 0, 0
0.34275454, 1, 0
0.34275958, 0, 0
0.34275982, 0, 1
0.34276462, 1, 1
0.34276966, 0, 1
0.34277470, 1, 1
0.34277974, 0, 1
0.34278478, 1, 1
0.34278982, 0, 1
0.34279486, 1, 1
0.34279990, 0, 1
0.34280494, 1, 1
0.34280998, 0, 1
0.34281502, 1, 1
0.34282006, 0, 1
0.34282510, 1, 1
0.34283014, 0, 1
0.34283518, 1, 1
0.34284022, 0, 1
0.34284274, 0, 0
0.34284526, 1, 0
0.34285030, 0, 0
0.34285054, 0, 1
0.34285534, 1, 1
0.34286038, 0, 1
0.34286542, 1, 1
0.34287046, 0, 1
0.34287550, 1, 1
0.34288054, 0, 1
0.34288558, 1, 1
0.34289062, 0, 1
0.34289566, 1, 1
0.34290070, 0, 1
0.34290574, 1, 1
0.34291078, 0, 1
0.34291582, 1, 1
0.34292086, 0, 1
0.34292590, 1, 1
0.34293094, 0, 1
0.34293346, 0, 0
0.34293598, 1, 0
0.34294102, 0, 0
0.34294126, 0, 1
0.34294606, 1, 1
0.34295110, 0, 1
0.34295614, 1, 1
0.34296118, 0, 1
0.34296622, 1, 1
0.34297126, 0, 1
0.34297630, 1, 1
0.34298134, 0, 1
0.34298638, 1, 1
0.34299142, 0, 1
0.34299646, 1, 1
0.34300150, 0, 1
0.34300654, 1, 1
0.34301158, 0, 1
0.34301662, 1, 1
0.34302166, 0, 1
0.34302418, 0, 0
0.34302670, 1, 0
0.34303174, 0, 0
0.34303198, 0, 1
